sensor_id,timestamp,pressure,temperature,flow_rate,fuel_level,location,status
S001,2024-01-02 13:00:00,4.05,37.45,106.47,83.54,Pump Station Alpha,warning
S001,2024-01-02 13:30:00,4.37,35.68,127.4,86.61,Pump Station Alpha,normal
S001,2024-01-02 14:00:00,4.17,39.34,125.19,88.13,Pump Station Alpha,normal
S001,2024-01-02 14:30:00,4.74,39.5,108.11,86.09,Pump Station Alpha,normal
S001,2024-01-02 15:00:00,4.46,36.38,102.57,85.89,Pump Station Alpha,normal
S001,2024-01-02 15:30:00,4.76,39.2,106.68,81.14,Pump Station Alpha,normal
S001,2024-01-02 16:00:00,4.32,40.06,114.25,83.64,Pump Station Alpha,normal
S001,2024-01-02 16:30:00,4.41,35.49,126.35,87.46,Pump Station Alpha,normal
S001,2024-01-02 17:00:00,4.55,39.09,132.85,83.49,Pump Station Alpha,normal
S001,2024-01-02 17:30:00,4.48,41.03,114.06,82.43,Pump Station Alpha,normal
S001,2024-01-02 18:00:00,4.86,39.41,106.62,86.46,Pump Station Alpha,normal
S001,2024-01-02 18:30:00,4.88,36.01,135.27,82.65,Pump Station Alpha,warning
S001,2024-01-02 19:00:00,4.31,36.52,118.3,85.24,Pump Station Alpha,normal
S001,2024-01-02 19:30:00,4.89,40.12,124.02,88.16,Pump Station Alpha,warning
S001,2024-01-02 20:00:00,4.3,39.66,133.86,83.23,Pump Station Alpha,normal
S001,2024-01-02 20:30:00,5.03,40.87,106.45,86.96,Pump Station Alpha,warning
S001,2024-01-02 21:00:00,4.45,39.72,106.36,86.78,Pump Station Alpha,normal
S001,2024-01-02 21:30:00,4.93,39.48,110.1,88.86,Pump Station Alpha,warning
S001,2024-01-02 22:00:00,4.24,38.15,120.66,80.91,Pump Station Alpha,normal
S001,2024-01-02 22:30:00,4.35,39.78,135.6,83.31,Pump Station Alpha,normal
S001,2024-01-02 23:00:00,4.05,40.58,125.84,88.16,Pump Station Alpha,warning
S001,2024-01-02 23:30:00,4.75,39.89,125.41,81.61,Pump Station Alpha,normal
S001,2024-01-03 00:00:00,4.56,40.47,106.2,84.51,Pump Station Alpha,normal
S001,2024-01-03 00:30:00,4.13,36.89,119.8,84.77,Pump Station Alpha,warning
S001,2024-01-03 01:00:00,4.45,38.36,124.03,82.15,Pump Station Alpha,normal
S001,2024-01-03 01:30:00,4.55,36.19,115.37,85.39,Pump Station Alpha,normal
S001,2024-01-03 02:00:00,4.31,35.22,107.86,83.14,Pump Station Alpha,normal
S001,2024-01-03 02:30:00,4.94,38.61,102.75,86.39,Pump Station Alpha,warning
S001,2024-01-03 03:00:00,4.29,39.65,127.02,83.39,Pump Station Alpha,normal
S001,2024-01-03 03:30:00,4.98,37.13,113.96,86.42,Pump Station Alpha,warning
S001,2024-01-03 04:00:00,4.49,38.54,108.91,85.93,Pump Station Alpha,normal
S001,2024-01-03 04:30:00,3.99,38.78,135.44,85.68,Pump Station Alpha,warning
S001,2024-01-03 05:00:00,5.02,36.05,114.53,86.59,Pump Station Alpha,warning
S001,2024-01-03 05:30:00,5.01,38.45,134.98,88.68,Pump Station Alpha,warning
S001,2024-01-03 06:00:00,4.72,35.57,114.98,83.95,Pump Station Alpha,normal
S001,2024-01-03 06:30:00,4.04,38.7,108.3,84.95,Pump Station Alpha,warning
S001,2024-01-03 07:00:00,4.44,38.56,136.08,87.32,Pump Station Alpha,normal
S001,2024-01-03 07:30:00,4.15,37.13,128.75,88.48,Pump Station Alpha,normal
S001,2024-01-03 08:00:00,4.58,37.23,131.26,83.27,Pump Station Alpha,normal
S001,2024-01-03 08:30:00,4.18,35.46,104.36,87.92,Pump Station Alpha,normal
S001,2024-01-03 09:00:00,4.95,41.0,114.49,88.5,Pump Station Alpha,warning
S001,2024-01-03 09:30:00,4.3,37.18,123.37,86.06,Pump Station Alpha,normal
S001,2024-01-03 10:00:00,4.01,39.79,109.87,85.1,Pump Station Alpha,warning
S001,2024-01-03 10:30:00,4.08,35.78,128.57,88.49,Pump Station Alpha,warning
S001,2024-01-03 11:00:00,4.54,35.04,116.05,85.11,Pump Station Alpha,normal
S001,2024-01-03 11:30:00,4.11,38.92,135.83,88.46,Pump Station Alpha,warning
S001,2024-01-03 12:00:00,4.93,37.95,105.26,81.87,Pump Station Alpha,warning
S001,2024-01-03 12:30:00,4.29,40.09,115.53,87.94,Pump Station Alpha,normal
S001,2024-01-03 13:00:00,4.73,39.5,129.87,88.07,Pump Station Alpha,normal
S001,2024-01-03 13:30:00,4.56,38.91,134.0,86.12,Pump Station Alpha,normal
S001,2024-01-03 14:00:00,4.84,40.17,106.8,88.02,Pump Station Alpha,normal
S001,2024-01-03 14:30:00,4.65,39.35,123.96,84.25,Pump Station Alpha,normal
S001,2024-01-03 15:00:00,4.29,35.77,108.19,85.62,Pump Station Alpha,normal
S001,2024-01-03 15:30:00,4.88,39.58,108.65,83.8,Pump Station Alpha,warning
S001,2024-01-03 16:00:00,5.03,40.18,134.64,86.89,Pump Station Alpha,warning
S001,2024-01-03 16:30:00,4.54,35.08,122.89,81.17,Pump Station Alpha,normal
S001,2024-01-03 17:00:00,4.3,36.37,106.2,81.01,Pump Station Alpha,normal
S001,2024-01-03 17:30:00,4.25,39.48,104.66,85.03,Pump Station Alpha,normal
S001,2024-01-03 18:00:00,4.52,35.17,137.33,87.38,Pump Station Alpha,normal
S001,2024-01-03 18:30:00,4.28,39.72,104.48,85.17,Pump Station Alpha,normal
S001,2024-01-03 19:00:00,4.65,40.89,115.48,82.22,Pump Station Alpha,normal
S001,2024-01-03 19:30:00,4.3,38.12,113.94,87.39,Pump Station Alpha,normal
S001,2024-01-03 20:00:00,4.77,38.23,126.09,87.96,Pump Station Alpha,normal
S001,2024-01-03 20:30:00,4.79,36.04,111.15,82.17,Pump Station Alpha,normal
S001,2024-01-03 21:00:00,5.0,36.01,118.67,82.33,Pump Station Alpha,warning
S001,2024-01-03 21:30:00,4.62,36.56,121.38,83.63,Pump Station Alpha,normal
S001,2024-01-03 22:00:00,4.63,39.51,106.15,81.77,Pump Station Alpha,normal
S001,2024-01-03 22:30:00,4.45,35.98,106.96,84.04,Pump Station Alpha,normal
S001,2024-01-03 23:00:00,4.5,39.87,118.97,82.06,Pump Station Alpha,normal
S001,2024-01-03 23:30:00,4.74,38.45,122.48,85.62,Pump Station Alpha,normal
S001,2024-01-04 00:00:00,4.06,37.66,131.15,80.89,Pump Station Alpha,warning
S001,2024-01-04 00:30:00,4.69,39.97,121.85,86.5,Pump Station Alpha,normal
S001,2024-01-04 01:00:00,4.01,36.14,115.63,80.87,Pump Station Alpha,warning
S001,2024-01-04 01:30:00,4.14,36.63,117.54,81.29,Pump Station Alpha,warning
S001,2024-01-04 02:00:00,4.7,38.63,119.8,84.25,Pump Station Alpha,normal
S001,2024-01-04 02:30:00,5.01,39.08,103.19,88.28,Pump Station Alpha,warning
S001,2024-01-04 03:00:00,4.03,36.82,113.4,81.08,Pump Station Alpha,warning
S001,2024-01-04 03:30:00,4.0,39.49,105.94,87.88,Pump Station Alpha,warning
S001,2024-01-04 04:00:00,4.21,36.56,108.63,82.2,Pump Station Alpha,normal
S001,2024-01-04 04:30:00,4.11,40.43,123.54,86.03,Pump Station Alpha,warning
S001,2024-01-04 05:00:00,4.74,38.44,106.73,85.41,Pump Station Alpha,normal
S001,2024-01-04 05:30:00,4.71,39.46,124.41,88.64,Pump Station Alpha,normal
S001,2024-01-04 06:00:00,4.41,38.96,119.07,89.07,Pump Station Alpha,normal
S001,2024-01-04 06:30:00,4.14,35.24,134.49,88.36,Pump Station Alpha,warning
S001,2024-01-04 07:00:00,4.46,37.91,115.92,85.17,Pump Station Alpha,normal
S001,2024-01-04 07:30:00,4.08,35.54,121.97,80.81,Pump Station Alpha,warning
S001,2024-01-04 08:00:00,4.76,37.9,131.47,84.23,Pump Station Alpha,normal
S001,2024-01-04 08:30:00,4.34,35.93,116.02,86.66,Pump Station Alpha,normal
S001,2024-01-04 09:00:00,4.96,38.01,136.97,80.99,Pump Station Alpha,warning
S001,2024-01-04 09:30:00,4.56,35.75,128.57,83.18,Pump Station Alpha,normal
S001,2024-01-04 10:00:00,4.64,37.24,107.51,85.11,Pump Station Alpha,normal
S001,2024-01-04 10:30:00,4.9,36.23,115.69,86.74,Pump Station Alpha,warning
S001,2024-01-04 11:00:00,4.09,38.34,113.4,83.7,Pump Station Alpha,warning
S001,2024-01-04 11:30:00,4.75,40.85,132.81,86.8,Pump Station Alpha,normal
S001,2024-01-04 12:00:00,4.23,41.01,129.09,84.17,Pump Station Alpha,normal
S001,2024-01-04 12:30:00,4.27,38.26,113.58,84.48,Pump Station Alpha,normal
S001,2024-01-04 13:00:00,4.32,35.22,126.83,84.43,Pump Station Alpha,normal
S001,2024-01-04 13:30:00,4.9,39.28,120.34,87.45,Pump Station Alpha,warning
S001,2024-01-04 14:00:00,4.26,38.94,116.48,81.0,Pump Station Alpha,normal
S001,2024-01-04 14:30:00,4.44,36.55,104.3,82.06,Pump Station Alpha,normal
S001,2024-01-04 15:00:00,4.71,36.34,137.18,87.1,Pump Station Alpha,normal
S001,2024-01-04 15:30:00,4.19,38.22,133.89,89.18,Pump Station Alpha,normal
S001,2024-01-04 16:00:00,4.78,38.22,108.06,84.46,Pump Station Alpha,normal
S001,2024-01-04 16:30:00,4.25,38.34,132.88,84.79,Pump Station Alpha,normal
S001,2024-01-04 17:00:00,4.49,38.52,106.41,83.04,Pump Station Alpha,normal
S001,2024-01-04 17:30:00,4.64,37.84,126.39,81.93,Pump Station Alpha,normal
S001,2024-01-04 18:00:00,4.34,39.62,110.51,85.25,Pump Station Alpha,normal
S001,2024-01-04 18:30:00,4.6,38.37,106.18,88.93,Pump Station Alpha,normal
S001,2024-01-04 19:00:00,5.02,36.38,108.76,89.05,Pump Station Alpha,warning
S001,2024-01-04 19:30:00,4.25,36.57,112.26,86.03,Pump Station Alpha,normal
S001,2024-01-04 20:00:00,4.82,37.47,124.13,87.67,Pump Station Alpha,normal
S001,2024-01-04 20:30:00,4.5,37.54,124.97,80.87,Pump Station Alpha,normal
S001,2024-01-04 21:00:00,4.52,39.79,113.46,83.96,Pump Station Alpha,normal
S001,2024-01-04 21:30:00,4.29,38.35,113.14,85.57,Pump Station Alpha,normal
S001,2024-01-04 22:00:00,4.37,35.62,135.73,83.48,Pump Station Alpha,normal
S001,2024-01-04 22:30:00,4.43,35.14,121.89,83.56,Pump Station Alpha,normal
S001,2024-01-04 23:00:00,4.18,39.38,104.22,83.95,Pump Station Alpha,normal
S001,2024-01-04 23:30:00,4.49,39.79,134.86,85.14,Pump Station Alpha,normal
S001,2024-01-05 00:00:00,4.84,36.09,137.33,87.0,Pump Station Alpha,normal
S001,2024-01-05 00:30:00,4.9,40.62,111.9,83.9,Pump Station Alpha,warning
S001,2024-01-05 01:00:00,4.76,34.99,137.93,85.69,Pump Station Alpha,normal
S001,2024-01-05 01:30:00,4.08,38.41,123.68,82.93,Pump Station Alpha,warning
S001,2024-01-05 02:00:00,4.09,39.36,133.31,89.03,Pump Station Alpha,warning
S001,2024-01-05 02:30:00,4.9,37.52,121.87,84.42,Pump Station Alpha,warning
S001,2024-01-05 03:00:00,4.07,40.75,136.66,87.81,Pump Station Alpha,warning
S001,2024-01-05 03:30:00,4.98,37.54,119.92,81.47,Pump Station Alpha,warning
