sensor_id,timestamp,pressure,temperature,flow_rate,fuel_level,location,status
S005,2024-01-02 23:30:00,7.97,54.82,216.8,94.52,Refinery Inlet,warning
S005,2024-01-03 00:00:00,7.03,48.73,194.12,100,Refinery Inlet,normal
S005,2024-01-03 00:30:00,6.67,51.73,183.99,94.48,Refinery Inlet,warning
S005,2024-01-03 01:00:00,7.63,53.52,173.55,93.88,Refinery Inlet,normal
S005,2024-01-03 01:30:00,7.98,54.51,209.69,100,Refinery Inlet,warning
S005,2024-01-03 02:00:00,7.78,53.51,201.38,93.99,Refinery Inlet,normal
S005,2024-01-03 02:30:00,6.43,54.86,170.24,100,Refinery Inlet,warning
S005,2024-01-03 03:00:00,6.91,51.7,224.09,100,Refinery Inlet,normal
S005,2024-01-03 03:30:00,7.07,47.87,176.78,99.66,Refinery Inlet,normal
S005,2024-01-03 04:00:00,7.26,52.89,200.12,99.24,Refinery Inlet,normal
S005,2024-01-03 04:30:00,7.59,48.29,184.32,98.98,Refinery Inlet,normal
S005,2024-01-03 05:00:00,7.13,54.33,229.57,95.31,Refinery Inlet,normal
S005,2024-01-03 05:30:00,6.89,47.9,178.73,95.19,Refinery Inlet,normal
S005,2024-01-03 06:00:00,7.62,50.15,181.96,93.59,Refinery Inlet,normal
S005,2024-01-03 06:30:00,6.47,52.01,178.52,98.02,Refinery Inlet,warning
S005,2024-01-03 07:00:00,6.84,51.77,216.2,97.28,Refinery Inlet,normal
S005,2024-01-03 07:30:00,7.47,47.78,178.85,93.64,Refinery Inlet,normal
S005,2024-01-03 08:00:00,6.93,49.01,216.83,98.16,Refinery Inlet,normal
S005,2024-01-03 08:30:00,7.86,50.06,182.7,100,Refinery Inlet,normal
S005,2024-01-03 09:00:00,7.43,47.77,175.68,97.6,Refinery Inlet,normal
S005,2024-01-03 09:30:00,7.07,55.02,222.63,98.44,Refinery Inlet,normal
S005,2024-01-03 10:00:00,7.99,53.72,184.89,99.05,Refinery Inlet,warning
S005,2024-01-03 10:30:00,6.93,47.7,188.85,100,Refinery Inlet,normal
S005,2024-01-03 11:00:00,7.04,53.45,220.31,100,Refinery Inlet,normal
S005,2024-01-03 11:30:00,6.51,54.67,203.56,100,Refinery Inlet,warning
S005,2024-01-03 12:00:00,7.56,50.21,193.44,100,Refinery Inlet,normal
S005,2024-01-03 12:30:00,6.54,48.43,209.3,100,Refinery Inlet,warning
S005,2024-01-03 13:00:00,6.65,54.81,199.0,97.16,Refinery Inlet,warning
S005,2024-01-03 13:30:00,6.59,51.84,202.75,98.06,Refinery Inlet,warning
S005,2024-01-03 14:00:00,7.75,49.21,200.2,100,Refinery Inlet,normal
S005,2024-01-03 14:30:00,7.42,52.9,208.8,97.25,Refinery Inlet,normal
S005,2024-01-03 15:00:00,7.53,47.44,214.03,99.03,Refinery Inlet,normal
S005,2024-01-03 15:30:00,6.6,49.53,210.97,99.99,Refinery Inlet,warning
S005,2024-01-03 16:00:00,7.04,49.21,201.8,100,Refinery Inlet,normal
S005,2024-01-03 16:30:00,6.91,51.39,196.42,100,Refinery Inlet,normal
S005,2024-01-03 17:00:00,8.06,51.52,211.34,98.53,Refinery Inlet,warning
S005,2024-01-03 17:30:00,7.73,53.96,193.15,98.65,Refinery Inlet,normal
S005,2024-01-03 18:00:00,8.07,53.2,184.91,96.79,Refinery Inlet,warning
S005,2024-01-03 18:30:00,6.49,50.81,193.2,95.51,Refinery Inlet,warning
S005,2024-01-03 19:00:00,6.58,51.59,211.45,100,Refinery Inlet,warning
S005,2024-01-03 19:30:00,7.15,50.04,214.35,99.82,Refinery Inlet,normal
S005,2024-01-03 20:00:00,6.6,51.41,198.08,98.59,Refinery Inlet,warning
S005,2024-01-03 20:30:00,7.09,54.5,206.31,95.69,Refinery Inlet,normal
S005,2024-01-03 21:00:00,7.28,53.0,224.33,94.55,Refinery Inlet,normal
S005,2024-01-03 21:30:00,7.16,48.54,204.01,94.89,Refinery Inlet,normal
S005,2024-01-03 22:00:00,6.83,50.69,202.71,100,Refinery Inlet,normal
S005,2024-01-03 22:30:00,7.32,51.74,181.94,94.91,Refinery Inlet,normal
S005,2024-01-03 23:00:00,8.07,51.27,208.99,97.04,Refinery Inlet,warning
S005,2024-01-03 23:30:00,6.54,53.32,179.98,93.33,Refinery Inlet,warning
S005,2024-01-04 00:00:00,7.33,47.94,183.35,100,Refinery Inlet,normal
S005,2024-01-04 00:30:00,6.75,53.56,226.55,95.84,Refinery Inlet,normal
S005,2024-01-04 01:00:00,7.41,50.41,202.05,94.86,Refinery Inlet,normal
S005,2024-01-04 01:30:00,7.78,47.59,178.69,100,Refinery Inlet,normal
S005,2024-01-04 02:00:00,7.14,52.71,181.4,100,Refinery Inlet,normal
S005,2024-01-04 02:30:00,7.0,47.81,215.9,100,Refinery Inlet,normal
S005,2024-01-04 03:00:00,6.6,54.57,211.61,100,Refinery Inlet,warning
S005,2024-01-04 03:30:00,6.8,48.13,223.98,96.6,Refinery Inlet,normal
S005,2024-01-04 04:00:00,8.12,50.94,185.24,100,Refinery Inlet,warning
S005,2024-01-04 04:30:00,6.5,47.92,208.71,94.74,Refinery Inlet,warning
S005,2024-01-04 05:00:00,7.03,52.52,187.43,98.14,Refinery Inlet,normal
S005,2024-01-04 05:30:00,6.95,53.85,177.24,94.72,Refinery Inlet,normal
S005,2024-01-04 06:00:00,7.75,53.34,175.46,94.58,Refinery Inlet,normal
S005,2024-01-04 06:30:00,7.05,54.73,197.55,95.22,Refinery Inlet,normal
S005,2024-01-04 07:00:00,7.27,49.75,216.85,95.21,Refinery Inlet,normal
S005,2024-01-04 07:30:00,7.37,51.64,227.01,98.62,Refinery Inlet,normal
S005,2024-01-04 08:00:00,7.85,48.45,215.22,97.44,Refinery Inlet,normal
S005,2024-01-04 08:30:00,6.75,54.14,198.84,96.6,Refinery Inlet,normal
S005,2024-01-04 09:00:00,8.01,52.79,207.26,94.24,Refinery Inlet,warning
S005,2024-01-04 09:30:00,6.68,53.26,183.83,96.92,Refinery Inlet,warning
S005,2024-01-04 10:00:00,7.64,54.83,178.34,99.68,Refinery Inlet,normal
S005,2024-01-04 10:30:00,8.14,48.12,222.51,96.79,Refinery Inlet,warning
S005,2024-01-04 11:00:00,6.74,53.93,216.31,96.62,Refinery Inlet,normal
S005,2024-01-04 11:30:00,7.55,54.12,198.95,96.76,Refinery Inlet,normal
S005,2024-01-04 12:00:00,7.58,51.17,194.88,98.96,Refinery Inlet,normal
S005,2024-01-04 12:30:00,7.19,54.04,228.98,93.54,Refinery Inlet,normal
S005,2024-01-04 13:00:00,7.14,54.66,185.25,100,Refinery Inlet,normal
S005,2024-01-04 13:30:00,6.78,54.93,228.99,99.2,Refinery Inlet,normal
S005,2024-01-04 14:00:00,7.87,51.88,192.73,95.23,Refinery Inlet,normal
S005,2024-01-04 14:30:00,7.07,54.99,173.15,100,Refinery Inlet,normal
S005,2024-01-04 15:00:00,7.93,53.7,173.57,97.56,Refinery Inlet,warning
S005,2024-01-04 15:30:00,7.73,51.55,228.68,93.79,Refinery Inlet,normal
S005,2024-01-04 16:00:00,7.25,49.07,228.16,94.34,Refinery Inlet,normal
S005,2024-01-04 16:30:00,6.94,51.19,180.51,98.27,Refinery Inlet,normal
S005,2024-01-04 17:00:00,6.8,52.91,201.08,100,Refinery Inlet,normal
S005,2024-01-04 17:30:00,8.12,51.76,225.86,93.4,Refinery Inlet,warning
S005,2024-01-04 18:00:00,6.6,47.26,215.51,93.73,Refinery Inlet,warning
S005,2024-01-04 18:30:00,7.11,48.0,170.14,100,Refinery Inlet,normal
S005,2024-01-04 19:00:00,8.04,52.19,185.18,96.51,Refinery Inlet,warning
S005,2024-01-04 19:30:00,6.89,54.67,202.24,100,Refinery Inlet,normal
S005,2024-01-04 20:00:00,8.01,53.92,171.07,99.1,Refinery Inlet,warning
S005,2024-01-04 20:30:00,7.38,54.86,228.59,99.79,Refinery Inlet,normal
S005,2024-01-04 21:00:00,8.07,52.09,172.78,95.25,Refinery Inlet,warning
S005,2024-01-04 21:30:00,6.99,49.85,218.84,100,Refinery Inlet,normal
S005,2024-01-04 22:00:00,6.58,48.23,193.82,100,Refinery Inlet,warning
S005,2024-01-04 22:30:00,6.58,47.11,171.77,100,Refinery Inlet,warning
S005,2024-01-04 23:00:00,7.41,55.01,191.56,95.83,Refinery Inlet,normal
S005,2024-01-04 23:30:00,7.29,52.69,214.12,100,Refinery Inlet,normal
S005,2024-01-05 00:00:00,6.77,54.28,212.61,100,Refinery Inlet,normal
S005,2024-01-05 00:30:00,8.06,51.69,204.48,97.45,Refinery Inlet,warning
S005,2024-01-05 01:00:00,6.99,53.08,202.67,98.9,Refinery Inlet,normal
S005,2024-01-05 01:30:00,7.17,54.73,193.82,100,Refinery Inlet,normal
S005,2024-01-05 02:00:00,7.56,53.6,207.62,100,Refinery Inlet,normal
S005,2024-01-05 02:30:00,7.42,48.64,224.9,99.88,Refinery Inlet,normal
S005,2024-01-05 03:00:00,6.86,54.9,210.2,97.91,Refinery Inlet,normal
S005,2024-01-05 03:30:00,6.67,50.44,193.23,93.65,Refinery Inlet,warning
