sensor_id,timestamp,pressure,temperature,flow_rate,fuel_level,location,status
S002,2024-01-01 18:00:00,4.81,42.05,108.5,69.53,Pump Station Beta,normal
S002,2024-01-01 18:30:00,5.7,38.81,89.73,68.44,Pump Station Beta,warning
S002,2024-01-01 19:00:00,5.18,41.5,88.29,70.3,Pump Station Beta,normal
S002,2024-01-01 19:30:00,4.99,40.51,93.55,73.74,Pump Station Beta,normal
S002,2024-01-01 20:00:00,5.57,42.37,104.12,75.11,Pump Station Beta,normal
S002,2024-01-01 20:30:00,4.98,43.71,91.06,68.75,Pump Station Beta,normal
S002,2024-01-01 21:00:00,5.79,43.25,87.34,72.36,Pump Station Beta,warning
S002,2024-01-01 21:30:00,5.12,40.81,96.52,75.38,Pump Station Beta,normal
S002,2024-01-01 22:00:00,4.7,38.78,108.52,69.64,Pump Station Beta,warning
S002,2024-01-01 22:30:00,5.25,45.14,87.12,69.91,Pump Station Beta,normal
S002,2024-01-01 23:00:00,5.28,40.64,92.75,74.1,Pump Station Beta,normal
S002,2024-01-01 23:30:00,5.11,41.74,87.52,75.11,Pump Station Beta,normal
S002,2024-01-02 00:00:00,5.01,44.57,99.01,72.63,Pump Station Beta,normal
S002,2024-01-02 00:30:00,4.8,40.73,99.47,73.64,Pump Station Beta,normal
S002,2024-01-02 01:00:00,5.35,40.32,83.31,68.71,Pump Station Beta,normal
S002,2024-01-02 01:30:00,5.26,42.59,94.1,72.57,Pump Station Beta,normal
S002,2024-01-02 02:00:00,5.3,41.49,92.26,69.82,Pump Station Beta,normal
S002,2024-01-02 02:30:00,5.37,43.02,85.89,70.78,Pump Station Beta,normal
S002,2024-01-02 03:00:00,5.68,41.47,93.51,73.54,Pump Station Beta,warning
S002,2024-01-02 03:30:00,5.65,44.64,105.31,71.98,Pump Station Beta,warning
S002,2024-01-02 04:00:00,4.72,40.18,85.86,73.59,Pump Station Beta,warning
S002,2024-01-02 04:30:00,4.73,39.95,92.2,73.95,Pump Station Beta,warning
S002,2024-01-02 05:00:00,4.68,40.64,86.63,75.39,Pump Station Beta,warning
S002,2024-01-02 05:30:00,5.52,39.62,88.91,73.86,Pump Station Beta,normal
S002,2024-01-02 06:00:00,5.49,45.23,109.2,68.51,Pump Station Beta,normal
S002,2024-01-02 06:30:00,4.64,43.9,82.23,70.62,Pump Station Beta,warning
S002,2024-01-02 07:00:00,4.66,45.06,85.21,71.1,Pump Station Beta,warning
S002,2024-01-02 07:30:00,5.62,40.32,90.33,69.11,Pump Station Beta,warning
S002,2024-01-02 08:00:00,5.46,43.22,104.17,74.75,Pump Station Beta,normal
S002,2024-01-02 08:30:00,4.86,39.38,94.73,71.8,Pump Station Beta,normal
S002,2024-01-02 09:00:00,5.18,38.84,82.69,69.69,Pump Station Beta,normal
S002,2024-01-02 09:30:00,5.23,43.28,88.44,72.41,Pump Station Beta,normal
S002,2024-01-02 10:00:00,5.31,42.4,106.51,68.45,Pump Station Beta,normal
S002,2024-01-02 10:30:00,5.28,44.69,80.88,70.22,Pump Station Beta,normal
S002,2024-01-02 11:00:00,4.71,41.36,102.82,74.97,Pump Station Beta,warning
S002,2024-01-02 11:30:00,5.2,45.24,104.12,69.18,Pump Station Beta,normal
S002,2024-01-02 12:00:00,5.08,43.37,107.22,75.05,Pump Station Beta,normal
S002,2024-01-02 12:30:00,4.91,43.49,107.42,70.57,Pump Station Beta,normal
S002,2024-01-02 13:00:00,5.24,41.91,99.14,70.87,Pump Station Beta,normal
S002,2024-01-02 13:30:00,5.18,44.27,93.69,69.37,Pump Station Beta,normal
S002,2024-01-02 14:00:00,4.98,38.88,105.28,75.45,Pump Station Beta,normal
S002,2024-01-02 14:30:00,5.06,45.19,91.55,75.47,Pump Station Beta,normal
S002,2024-01-02 15:00:00,4.76,43.95,105.32,74.7,Pump Station Beta,warning
S002,2024-01-02 15:30:00,5.16,44.26,92.05,74.09,Pump Station Beta,normal
S002,2024-01-02 16:00:00,5.6,38.95,105.24,71.29,Pump Station Beta,normal
S002,2024-01-02 16:30:00,5.51,44.28,84.01,69.29,Pump Station Beta,normal
S002,2024-01-02 17:00:00,4.58,39.06,94.52,74.91,Pump Station Beta,warning
S002,2024-01-02 17:30:00,5.26,41.93,83.13,71.7,Pump Station Beta,normal
S002,2024-01-02 18:00:00,4.62,42.4,82.88,70.27,Pump Station Beta,warning
S002,2024-01-02 18:30:00,5.81,43.02,92.32,70.14,Pump Station Beta,warning
S002,2024-01-02 19:00:00,5.81,44.42,97.79,71.67,Pump Station Beta,warning
S002,2024-01-02 19:30:00,5.14,42.2,90.7,72.59,Pump Station Beta,normal
S002,2024-01-02 20:00:00,5.79,39.87,87.3,74.3,Pump Station Beta,warning
S002,2024-01-02 20:30:00,5.72,44.79,98.23,75.22,Pump Station Beta,warning
S002,2024-01-02 21:00:00,5.8,38.88,104.45,72.8,Pump Station Beta,warning
S002,2024-01-02 21:30:00,4.6,44.43,84.31,74.4,Pump Station Beta,warning
S002,2024-01-02 22:00:00,4.87,40.33,106.48,71.63,Pump Station Beta,normal
S002,2024-01-02 22:30:00,4.94,40.63,80.91,73.81,Pump Station Beta,normal
S002,2024-01-02 23:00:00,5.67,42.78,99.82,71.86,Pump Station Beta,warning
S002,2024-01-02 23:30:00,5.56,43.13,95.87,69.02,Pump Station Beta,normal
S002,2024-01-03 00:00:00,5.79,43.63,96.59,68.74,Pump Station Beta,warning
S002,2024-01-03 00:30:00,5.2,44.82,103.15,71.13,Pump Station Beta,normal
S002,2024-01-03 01:00:00,5.55,41.32,92.79,72.65,Pump Station Beta,normal
S002,2024-01-03 01:30:00,5.06,39.79,96.06,68.66,Pump Station Beta,normal
S002,2024-01-03 02:00:00,4.94,44.84,109.23,69.94,Pump Station Beta,normal
S002,2024-01-03 02:30:00,4.64,40.33,106.2,74.73,Pump Station Beta,warning
S002,2024-01-03 03:00:00,5.21,40.89,102.36,71.19,Pump Station Beta,normal
S002,2024-01-03 03:30:00,5.72,39.95,106.93,69.91,Pump Station Beta,warning
S002,2024-01-03 04:00:00,5.69,39.22,105.85,69.38,Pump Station Beta,warning
S002,2024-01-03 04:30:00,4.96,45.03,89.79,74.16,Pump Station Beta,normal
S002,2024-01-03 05:00:00,5.41,42.99,82.46,69.39,Pump Station Beta,normal
S002,2024-01-03 05:30:00,5.2,39.65,94.66,74.06,Pump Station Beta,normal
S002,2024-01-03 06:00:00,5.24,39.41,88.95,69.6,Pump Station Beta,normal
S002,2024-01-03 06:30:00,5.68,44.86,81.71,73.14,Pump Station Beta,warning
S002,2024-01-03 07:00:00,5.72,42.7,89.57,74.08,Pump Station Beta,warning
S002,2024-01-03 07:30:00,5.33,42.91,93.69,68.88,Pump Station Beta,normal
S002,2024-01-03 08:00:00,5.71,44.98,108.66,75.42,Pump Station Beta,warning
S002,2024-01-03 08:30:00,5.08,40.71,97.03,73.5,Pump Station Beta,normal
S002,2024-01-03 09:00:00,5.79,40.05,83.72,69.2,Pump Station Beta,warning
S002,2024-01-03 09:30:00,5.65,40.56,87.6,71.44,Pump Station Beta,warning
S002,2024-01-03 10:00:00,5.28,40.19,102.52,69.14,Pump Station Beta,normal
S002,2024-01-03 10:30:00,5.75,40.9,108.97,69.84,Pump Station Beta,warning
S002,2024-01-03 11:00:00,5.18,40.34,81.56,74.33,Pump Station Beta,normal
S002,2024-01-03 11:30:00,4.66,41.84,90.84,71.78,Pump Station Beta,warning
S002,2024-01-03 12:00:00,4.78,42.7,81.16,71.68,Pump Station Beta,warning
S002,2024-01-03 12:30:00,5.61,39.17,83.9,73.74,Pump Station Beta,normal
S002,2024-01-03 13:00:00,5.79,39.81,103.34,68.48,Pump Station Beta,warning
S002,2024-01-03 13:30:00,5.31,42.6,106.77,74.86,Pump Station Beta,normal
S002,2024-01-03 14:00:00,5.06,44.69,82.83,68.63,Pump Station Beta,normal
S002,2024-01-03 14:30:00,4.7,40.14,85.78,74.38,Pump Station Beta,warning
S002,2024-01-03 15:00:00,5.22,39.26,105.77,71.79,Pump Station Beta,normal
S002,2024-01-03 15:30:00,5.26,41.53,96.61,70.42,Pump Station Beta,normal
S002,2024-01-03 16:00:00,4.77,40.17,86.74,73.83,Pump Station Beta,warning
S002,2024-01-03 16:30:00,4.69,45.04,84.69,70.4,Pump Station Beta,warning
S002,2024-01-03 17:00:00,5.23,42.05,84.46,70.79,Pump Station Beta,normal
S002,2024-01-03 17:30:00,4.88,45.0,96.58,69.61,Pump Station Beta,normal
S002,2024-01-03 18:00:00,4.74,42.17,102.96,75.36,Pump Station Beta,warning
S002,2024-01-03 18:30:00,4.66,39.51,94.3,72.69,Pump Station Beta,warning
S002,2024-01-03 19:00:00,5.37,40.31,81.14,73.13,Pump Station Beta,normal
S002,2024-01-03 19:30:00,4.76,41.67,94.7,72.01,Pump Station Beta,warning
S002,2024-01-03 20:00:00,5.67,40.32,87.23,75.42,Pump Station Beta,warning
S002,2024-01-03 20:30:00,5.05,40.28,89.89,72.22,Pump Station Beta,normal
S002,2024-01-03 21:00:00,5.47,42.34,99.6,70.51,Pump Station Beta,normal
S002,2024-01-03 21:30:00,5.25,41.34,87.03,74.15,Pump Station Beta,normal
S002,2024-01-03 22:00:00,5.49,40.73,106.96,69.97,Pump Station Beta,normal
S002,2024-01-03 22:30:00,5.15,39.7,92.26,74.47,Pump Station Beta,normal
S002,2024-01-03 23:00:00,5.78,39.34,98.18,69.64,Pump Station Beta,warning
S002,2024-01-03 23:30:00,5.05,43.12,104.16,69.56,Pump Station Beta,normal
S002,2024-01-04 00:00:00,4.74,44.51,96.85,70.38,Pump Station Beta,warning
S002,2024-01-04 00:30:00,5.36,42.23,93.43,74.29,Pump Station Beta,normal
S002,2024-01-04 01:00:00,5.71,38.73,82.3,70.92,Pump Station Beta,warning
S002,2024-01-04 01:30:00,5.58,42.06,88.16,70.35,Pump Station Beta,normal
S002,2024-01-04 02:00:00,5.82,40.02,90.39,69.8,Pump Station Beta,warning
S002,2024-01-04 02:30:00,5.59,42.3,91.88,72.87,Pump Station Beta,normal
S002,2024-01-04 03:00:00,5.59,41.59,101.23,71.27,Pump Station Beta,normal
S002,2024-01-04 03:30:00,5.63,39.64,91.19,74.68,Pump Station Beta,warning
S002,2024-01-04 04:00:00,5.69,44.2,83.85,72.47,Pump Station Beta,warning
S002,2024-01-04 04:30:00,5.5,42.28,90.01,74.26,Pump Station Beta,normal
S002,2024-01-04 05:00:00,4.69,43.15,102.73,75.21,Pump Station Beta,warning
S002,2024-01-04 05:30:00,4.99,44.05,97.59,69.63,Pump Station Beta,normal
S002,2024-01-04 06:00:00,4.77,44.41,99.39,69.64,Pump Station Beta,warning
S002,2024-01-04 06:30:00,5.08,39.62,86.52,74.4,Pump Station Beta,normal
S002,2024-01-04 07:00:00,5.41,40.65,85.58,75.53,Pump Station Beta,normal
S002,2024-01-04 07:30:00,5.15,39.06,88.21,72.45,Pump Station Beta,normal
S002,2024-01-04 08:00:00,4.91,43.08,102.49,70.65,Pump Station Beta,normal
S002,2024-01-04 08:30:00,5.81,42.17,107.71,69.54,Pump Station Beta,warning
S002,2024-01-04 09:00:00,4.91,39.83,103.7,70.89,Pump Station Beta,normal
S002,2024-01-04 09:30:00,5.04,43.76,96.89,75.36,Pump Station Beta,normal
S002,2024-01-04 10:00:00,5.55,42.0,91.24,70.13,Pump Station Beta,normal
S002,2024-01-04 10:30:00,5.58,38.86,89.29,70.09,Pump Station Beta,normal
S002,2024-01-04 11:00:00,5.04,41.33,104.89,73.81,Pump Station Beta,normal
S002,2024-01-04 11:30:00,4.95,44.49,88.96,74.33,Pump Station Beta,normal
S002,2024-01-04 12:00:00,5.49,44.64,87.92,75.47,Pump Station Beta,normal
S002,2024-01-04 12:30:00,4.95,41.57,106.94,68.57,Pump Station Beta,normal
S002,2024-01-04 13:00:00,4.85,40.8,108.29,69.61,Pump Station Beta,normal
S002,2024-01-04 13:30:00,4.68,45.35,99.87,70.49,Pump Station Beta,warning
S002,2024-01-04 14:00:00,5.82,41.19,109.09,69.35,Pump Station Beta,warning
S002,2024-01-04 14:30:00,4.63,39.5,99.63,72.77,Pump Station Beta,warning
S002,2024-01-04 15:00:00,5.54,40.83,101.77,70.66,Pump Station Beta,normal
S002,2024-01-04 15:30:00,5.36,38.95,107.96,75.5,Pump Station Beta,normal
S002,2024-01-04 16:00:00,5.36,43.86,90.12,71.12,Pump Station Beta,normal
S002,2024-01-04 16:30:00,5.05,39.43,109.09,73.51,Pump Station Beta,normal
S002,2024-01-04 17:00:00,5.01,40.88,95.25,73.28,Pump Station Beta,normal
S002,2024-01-04 17:30:00,5.43,43.95,104.59,75.27,Pump Station Beta,normal
S002,2024-01-04 18:00:00,4.79,44.24,83.52,72.3,Pump Station Beta,normal
S002,2024-01-04 18:30:00,4.75,42.55,105.96,73.0,Pump Station Beta,warning
S002,2024-01-04 19:00:00,5.05,43.79,83.45,70.67,Pump Station Beta,normal
S002,2024-01-04 19:30:00,4.89,41.95,87.53,70.02,Pump Station Beta,normal
S002,2024-01-04 20:00:00,5.78,43.54,82.83,74.85,Pump Station Beta,warning
S002,2024-01-04 20:30:00,5.17,41.01,100.18,72.98,Pump Station Beta,normal
S002,2024-01-04 21:00:00,4.99,39.21,108.06,69.39,Pump Station Beta,normal
S002,2024-01-04 21:30:00,5.38,41.97,85.89,73.62,Pump Station Beta,normal
S002,2024-01-04 22:00:00,4.81,44.94,97.89,71.43,Pump Station Beta,normal
S002,2024-01-04 22:30:00,5.5,40.39,93.39,74.02,Pump Station Beta,normal
S002,2024-01-04 23:00:00,4.82,39.33,92.97,68.67,Pump Station Beta,normal
S002,2024-01-04 23:30:00,5.79,42.17,104.03,74.36,Pump Station Beta,warning
S002,2024-01-05 00:00:00,5.02,39.89,107.08,72.19,Pump Station Beta,normal
S002,2024-01-05 00:30:00,4.91,39.61,96.42,73.96,Pump Station Beta,normal
S002,2024-01-05 01:00:00,5.07,43.3,88.95,70.15,Pump Station Beta,normal
S002,2024-01-05 01:30:00,4.87,39.27,104.06,68.7,Pump Station Beta,normal
S002,2024-01-05 02:00:00,5.18,39.86,84.63,68.91,Pump Station Beta,normal
S002,2024-01-05 02:30:00,4.64,41.72,95.26,74.21,Pump Station Beta,warning
S002,2024-01-05 03:00:00,4.97,43.42,82.61,68.83,Pump Station Beta,normal
S002,2024-01-05 03:30:00,4.98,41.33,94.12,72.76,Pump Station Beta,normal
